AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
KS98	NEUMANNS PVT                                      	OLATHE                	KS	  	 	09/26/2002	I	 
KS99	LAFLIN RANCH                                      	OLSBURG               	KS	  	N	12/02/1999	I	 
KSM 	ST MARY'S                                         	ST MARY'S             	AK	  	 	06/02/1989	A	 
KT3 	NESTOR FALLS ONT,WATER AERODROME                  	NESTOR FALLS ONT      	  	CA	 	04/19/1990	A	 
KT4 	RED SUCKER LAKE MAN,WATER AERODROME               	RED SUCKER LAKE MAN   	  	CA	 	04/19/1990	A	 
KT5 	HARTNEY MAN,SECONDARY AERODROME                   	HARTNEY MAN           	  	CA	 	04/19/1990	A	 
KT6 	WOLLASTON LAKE SASK,WATER AERODROME               	WOLLASTON LAKE SASK   	  	CA	 	04/19/1990	A	 
KT7 	WAKAW SASK,SECONDARY AERODROME                    	WAKAW SASK            	  	CA	 	04/19/1990	A	 
KTB 	THORNE BAY                                        	THORNE BAY            	AK	  	 	09/29/1992	A	 
KTN 	KETCHIKAN INTL                                    	KETCHIKAN             	AK	  	 	06/02/1989	A	 
KTS 	BREVIG MISSION                                    	BREVIG MISSION        	AK	  	 	06/02/1989	A	 
KU2 	TREHERNE MAN,SECONDARY AERODROME                  	TREHERNE MAN          	  	CA	 	04/19/1990	A	 
KU3 	NIPAWIN SASK,WATER AERODROME                      	NIPAWIN SASK          	  	CA	 	04/19/1990	A	 
KU4 	CUT KNIFE SASK,SECONDARY AERODROME                	CUT KNIFE SASK        	  	CA	 	04/19/1990	A	 
KU5 	IMPERIAL SASK,SECONDARY AERODROME                 	IMPERIAL SASK         	  	CA	 	04/19/1990	A	 
KU6 	GRENFELL SASK,SECONDARY AERODROME                 	GRENFELL SASK         	  	CA	 	04/19/1990	A	 
KU7 	WATROUS SASK,SECONDARY AERODROME                  	WATROUS SASK          	  	CA	 	04/19/1990	A	 
KUH 	AIRPORT                                           	KUSHIRO               	  	JA	N	09/26/2002	I	 
KV2 	VANGUARD SASK,SECONDARY AERODROME                 	VANGUARD SASK         	  	CA	 	04/19/1990	A	 
KV5 	STEWART LAKE ONT,WATER AERODROME                  	STEWART LAKE ONT      	  	CA	 	04/19/1990	A	 
KV6 	CHAMPION AIR PARK                                 	CHURCHBRIDGE SASK     	  	CA	 	04/19/1990	A	 
KV7 	WAWOTA SASK,SECONDARY AERODROME                   	WAWOTA SASK           	  	CA	 	04/19/1990	A	 
KVC 	KING COVE                                         	KING COVE             	AK	  	 	06/02/1989	A	 
KVL 	KIVALINA                                          	KIVALINA              	AK	  	 	06/02/1989	A	 
KW2 	VIRDEN MAN,SECONDARY AERODROME                    	VIRDEN MAN            	  	CA	 	04/19/1990	A	 
KW3 	SABASKONG BAY                                     	NESTOR FALLS ONT      	  	CA	 	04/19/1990	A	 
KW4 	RIVERTON MAN,WATER AERODROME                      	RIVERTON MAN          	  	CA	 	04/19/1990	A	 
KW5 	STONY RAPIDS SASK,WATER AERODROME                 	STONY RAPIDS SASK     	  	CA	 	12/03/1990	A	 
KW6 	DAVIN LAKE SASK,SECONDARY AERODROME               	DAVIN LAKE SASK       	  	CA	 	04/19/1990	A	 
KW7 	WILKIE SASK,SECONDARY AERODROME                   	WILKIE SASK           	  	CA	 	04/19/1990	A	 
KWA 	BUCHOLZ AAF(KWAJALEIN KMR)(ATOL)                  	KWAJALEIN             	  	RM	N	04/26/2011	I	 
KWF 	WATERFALL                                         	WATERFALL             	AK	  	 	06/02/1989	A	 
KWK 	KWIGILLINGOK                                      	KWIGILLINGOK          	AK	  	 	05/02/2013	I	 
KWP 	WEST POINT VILLAGE                                	WEST POINT            	AK	  	 	06/02/1989	A	 
KWT 	KWETHLUK                                          	KWETHLUK              	AK	  	 	06/02/1989	A	 
KX2 	WOODLANDS                                         	WARREN MAN            	  	CA	 	04/19/1990	A	 
KX3 	EAGLE RIVER ONT,SECONDARY AERODROME               	EAGLE RIVER ONT       	  	CA	 	04/19/1990	A	 
KX4 	FISHER BRANCH MAN,SECONDARY AERODROME             	FISHER BRANCH MAN     	  	CA	 	04/19/1990	A	 
KX5 	DINSMORE SASK,SECONDARY AERODROME                 	DINSMORE SASK         	  	CA	 	04/19/1990	A	 
KXA 	KASAAN                                            	KASAAN                	AK	  	 	06/02/1989	A	 
KY01	LOURDES HOSPITAL                                  	PADUCAH               	KY	  	 	09/26/2002	I	 
KY02	BOONE NATIONAL GUARD                              	FRANKFORT             	KY	  	 	02/19/2004	I	 
KY03	FLYING H FARMS                                    	HENDERSON             	KY	  	 	02/19/2004	I	 
KY04	NATCHEZ TRACE FARM                                	HISEVILLE             	KY	  	 	02/19/2004	I	 
KY05	CALLA                                             	IRVINE                	KY	  	 	09/26/2002	I	 
KY06	FALCON                                            	JACKSON               	KY	  	 	02/19/2004	I	 
KY07	BLUE LICK                                         	LOUISVILLE            	KY	  	 	05/16/2005	I	 
KY08	WHITESBURG MUNI                                   	WHITESBURG            	KY	  	 	02/19/2004	I	 
KY09	BAPTIST HOSPITAL EAST                             	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY10	SOUTHWEST GOVERNMENT CENTER                       	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY11	SOUTHWEST HOSPITAL                                	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY12	JOHN M. FOREE                                     	NEW CASTLE            	KY	  	 	02/19/2004	I	 
KY13	MILES                                             	OWENSBORO             	KY	  	 	02/19/2004	I	 
KY14	BLUE HAVEN FARM                                   	PARIS                 	KY	  	 	02/19/2004	I	 
KY15	BRENNAN FARM                                      	PARIS                 	KY	  	 	02/19/2004	I	 
KY16	PRAISE GOD                                        	CARTER                	KY	  	 	09/26/2002	I	 
KY17	SHANNON FIELD                                     	SACRAMENTO            	KY	  	 	02/19/2004	I	 
KY18	MARSHALL COUNTY HOSPITAL                          	BENTON                	KY	  	 	02/19/2004	I	 
KY19	CONRADS                                           	DRY RIDGE             	KY	  	 	02/19/2004	I	 
KY2 	WHITEWOOD SASK,SECONDARY AERODROME                	WHITEWOOD SASK        	  	CA	 	04/19/1990	A	 
KY20	LOWE                                              	CADIZ                 	KY	  	 	02/19/2004	I	 
KY21	LINCOLN FARM                                      	HODGENVILLE           	KY	  	 	02/19/2004	I	 
KY22	CHURCHILL DOWNS                                   	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY23	BARNES FARM                                       	BURNA                 	KY	  	 	09/26/2002	I	 
KY24	WILLIAMS FARM                                     	MORTONS GAP           	KY	  	 	09/26/2002	I	 
KY25	WESTERN BAPTIST HOSPITAL                          	PADUCAH               	KY	  	 	02/19/2004	I	 
KY26	UNIVERSITY HOSPITAL                               	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY27	BOGLE FARM                                        	BOWLING GREEN         	KY	  	 	02/19/2004	I	 
KY28	BRANDON AIRDROME                                  	MURRAY                	KY	  	 	02/19/2004	I	 
KY29	FARRINGTON AIRPARK                                	PADUCAH               	KY	  	 	10/31/2003	I	 
KY3 	NORWAY HOUSE MAN,WATER AERODROME                  	NORWAY HOUSE MAN      	  	CA	 	04/19/1990	A	 
KY30	WAYNE COUNTY HOSPITAL                             	MONTICELLO            	KY	  	 	02/19/2004	I	 
KY31	GLENWOOD HALL RESORT                              	PERRY PARK            	KY	  	 	02/19/2004	I	 
KY32	ST ELIZABETH MEDICAL CENTER SOUTH                 	EDGEWOOD              	KY	  	 	02/19/2004	I	 
KY33	BIGGER (STOL)                                     	UTICA                 	KY	  	 	02/19/2004	I	 
KY34	LONE PINE AERODROME                               	AUBURN                	KY	  	 	09/26/2002	I	 
KY35	WELCOME FIELD                                     	FRANKLIN              	KY	  	 	02/19/2004	I	 
KY36	HOKE                                              	MURRAY                	KY	  	 	09/26/2002	I	 
KY37	UK HOSPITAL                                       	LEXINGTON             	KY	  	 	09/26/2002	I	 
KY38	GRANT COUNTY HOSPITAL                             	WILLIAMSTOWN          	KY	  	 	09/26/2002	I	 
KY39	SOMERSET-PULASKI CO EMS                           	SOMERSET              	KY	  	 	09/26/2002	I	 
KY4 	KELVINGTON SASK,SECONDARY AERODROME               	KELVINGTON SASK       	  	CA	 	04/19/1990	A	 
KY40	SHELBY                                            	EMINENCE              	KY	  	 	02/19/2004	I	 
KY41	JEWISH HOSPITAL                                   	LOUISVILLE            	KY	  	 	09/26/2002	I	 
KY42	PIRATES COVE                                      	BENTON                	KY	  	 	09/26/2002	I	 
KY43	WLKY-TV STUDIOS                                   	LOUISVILLE            	KY	  	 	02/19/2004	I	 
KY44	DUFF                                              	CHAVIES               	KY	  	 	02/19/2004	I	 
KY45	CLINTON COUNTY HOSPITAL                           	ALBANY                	KY	  	 	09/26/2002	I	 
KY46	ST LUKE HOSPITAL                                  	FORT THOMAS           	KY	  	 	02/19/2004	I	 
KY47	B. M. H.                                          	HARDINSBURG           	KY	  	 	02/19/2004	I	 
KY48	G G                                               	LONDON                	KY	  	 	02/19/2004	I	 
KY49	MORNING STAR                                      	LEXINGTON             	KY	  	 	09/26/2002	I	 
KY5 	BIRSAY SASK,SECONDARY AERODROME                   	BIRSAY SASK           	  	CA	 	04/19/1990	A	 
KY50	ZANZIBAR FARM                                     	PARIS                 	KY	  	 	02/19/2004	I	 
KY51	APPALACHIAN REGIONAL HOSPITAL                     	WHITESBURG            	KY	  	 	02/19/2004	I	 
KY52	AIR CASTLE                                        	PARIS                 	KY	  	 	02/19/2004	I	 
KY53	SHORT                                             	EUBANK                	KY	  	 	05/16/2005	I	 
KY54	STUTZ FIELD                                       	PEWEE VALLEY          	KY	  	 	02/19/2004	I	 
KY55	HUTSON                                            	MURRAY                	KY	  	 	02/19/2004	I	 
KY57	STROUSE AERODROME                                 	WEST LOUISVILLE       	KY	  	 	02/19/2004	I	 
KY58	WILLOW ISLAND AIRPARK                             	FINCHVILLE            	KY	  	 	02/19/2004	I	 
KY59	SAMUELS SPRINGS                                   	DEATSVILLE            	KY	  	 	09/26/2002	I	 
KY6 	GAINSBOROUGH SASK,SECONDARY AERODROME             	GAINSBOROUGH SASK     	  	CA	 	04/19/1990	A	 
KY60	RMC                                               	MADISONVILLE          	KY	  	 	02/19/2004	I	 
KY61	SCHRODER                                          	OWENTON               	KY	  	 	09/26/2002	I	 
KY62	GENE SNYDER                                       	FALMOUTH              	KY	  	 	05/16/2005	I	 
KY63	W.R. BELCHER                                      	OLYMPIA               	KY	  	 	02/19/2004	I	 
KY64	HEMP RIDGE                                        	SHELBYVILLE           	KY	  	 	02/19/2004	I	 
KY65	ARH                                               	MIDDLESBORO           	KY	  	 	10/31/2003	I	 
KY66	MC GREW                                           	CLARKSON              	KY	  	 	02/19/2004	I	 
KY67	ESTES                                             	FLORENCE              	KY	  	 	02/19/2004	I	 
KY68	NEW FANGLED FLYING MACHINE INC                    	HOPKINSVILLE          	KY	  	 	02/19/2004	I	 
KY69	LYNDON FIRE PROTECTION DISTRICT                   	LYNDON                	KY	  	 	02/19/2004	I	 
KY7 	YARBO SASK,SECONDARY AERODROME                    	YARBO SASK            	  	CA	 	04/19/1990	A	 
KY70	VINE GROVE                                        	VINE GROVE            	KY	  	 	10/27/2005	I	 
KY71	RIVERVIEW                                         	PETERSBURG            	KY	  	 	02/19/2004	I	 
KY72	CARR                                              	WILLIAMSBURG          	KY	  	 	02/19/2004	I	 
KY73	CARING WINGS                                      	JASON                 	KY	  	 	02/19/2004	I	 
KY74	TERRY FIELD                                       	CUNNINGHAM            	KY	  	 	02/19/2004	I	 
KY75	BEVERLY AERODRONE                                 	HOPKINSVILLE          	KY	  	 	02/19/2004	I	 
KY76	BUZZARD'S ROOST                                   	LAWRENCEBURG          	KY	  	 	02/19/2004	I	 
KY77	ONE OAK                                           	MOUNT STERLING/OWINGSV	KY	  	 	02/19/2004	I	 
KY78	OWEN COUNTY MEMORIAL HOSPITAL                     	OWENTON               	KY	  	 	02/19/2004	I	 
KY79	SUNSHINE                                          	HARTFORD              	KY	  	 	02/19/2004	I	 
KY8 	HANCOCK CO-RON LEWIS FIELD                        	LEWISPORT             	KY	  	 	08/28/2009	A	 
KY80	DAVID LOWE                                        	SACRAMENTO            	KY	  	 	03/15/2007	I	 
KY81	STONEGATE FARM                                    	VERSAILLES            	KY	  	 	02/19/2004	I	 
KY82	WOODLEDGE FARM                                    	CRESTWOOD             	KY	  	 	09/26/2002	I	 
KY83	ROCK SPRING                                       	MOUNT VERNON          	KY	  	 	02/19/2004	I	 
KY84	GREENE COUNTY PARACHUTE CENTER                    	BARDSTOWN             	KY	  	 	11/27/2006	I	 
KY85	DEER RUN AIRPARK                                  	NEW CASTLE            	KY	  	 	02/19/2004	I	 
KY86	HORNBACK                                          	HODGENVILLE           	KY	  	 	09/26/2002	I	 
KY87	MIDWEST COMMUNICATION                             	HIGHLAND HEIGHTS      	KY	  	 	09/26/2002	I	 
KY88	SAINT JOSEPH HOSPITAL                             	LEXINGTON             	KY	  	 	02/19/2004	I	 
KY89	CLARK REGIONAL MEDICAL CENTER                     	WINCHESTER            	KY	  	 	09/26/2002	I	 
KY90	WILLIAMS                                          	HODGENVILLE           	KY	  	 	09/26/2002	I	 
KY91	BIG 'G'                                           	LOUISA                	KY	  	 	09/26/2002	I	 
KY92	TIMMONS FIELD                                     	PEWEE VALLEY          	KY	  	 	09/26/2002	I	 
KY93	BAGGETT FARMS                                     	SACRAMENTO            	KY	  	 	09/26/2002	I	 
KY94	WOOSLEY                                           	RUMSEY                	KY	  	 	09/26/2002	I	 
KY95	CRAWFORD                                          	BRODHEAD              	KY	  	 	09/26/2002	I	 
KY96	A & L                                             	CALHOUN               	KY	  	 	09/26/2002	I	 
KY97	SMITH                                             	CALHOUN               	KY	  	 	09/26/2002	I	 
KY98	TGP                                               	CAMPBELLSVILLE        	KY	  	 	09/26/2002	I	 
KY99	GRAVITY ZERO                                      	DANVILLE              	KY	  	 	09/26/2002	I	 
KYK 	KARLUK                                            	KARLUK                	AK	  	 	06/02/1989	A	 
KYU 	KOYUKUK                                           	KOYUKUK               	AK	  	 	06/02/1989	A	 
KZ2 	WILLOW BUNCH SASK,SECONDARY AERODROME             	WILLOW BUNCH SASK     	  	CA	 	04/19/1990	A	 
KZ3 	ELK ISLAND MAN,SECONDARY AERODROME                	ELK ISLAND MAN        	  	CA	 	04/19/1990	A	 
KZ4 	KINCAID SASK,SECONDARY AERODROME                  	KINCAID SASK          	  	CA	 	04/19/1990	A	 
KZ5 	TADOULE LAKE MAN,WATER AERODROME                  	TADOULE LAKE MAN      	  	CA	 	04/19/1990	A	 
KZ6 	LOUISE MUNI                                       	CRYSTAL CITY - PIL MAN	  	CA	 	04/19/1990	A	 
KZ7 	WINKLER MAN,SECONDARY AERODROME                   	WINKLER MAN           	  	CA	 	04/19/1990	A	 
KZB 	ZACHAR BAY SEAPLANE BASE                          	ZACHAR BAY            	AK	  	Y	07/01/2008	A	 
L00 	ROSAMOND SKYPARK                                  	ROSAMOND              	CA	  	 	06/02/1989	A	 
L01 	CRYSTAL                                           	LLANO                 	CA	  	 	10/31/2003	I	 
L02 	LIBBY HELIPORT                                    	LIBBY                 	MT	  	N	02/22/2001	A	 
